HIP,RA_rad,Dec_rad,parallax,pmRA,pmDec,HpMag
31978,1.749595213,0.1727135988,3.55,-2.61,-1.61,4.5554
31992,1.7500885318,0.0086452352,2.6,-7.13,-3.31,5.7557
32064,1.7537916459,-0.1600017418,9.47,32.61,-45.27,5.3245
32104,1.7558246732,0.3079723138,22.92,7.87,-84.32,5.2513
32173,1.7587834313,0.7770995314,10.08,-45.43,-29.97,5.1674
32226,1.7612296284,0.0686356796,1.14,-0.29,-1.95,5.869
32246,1.7624865547,0.4386214075,3.86,-5.57,-12.36,3.1915
32249,1.7627312094,0.2308746517,11.29,-2.4,-50.78,4.6618
32292,1.7648528712,-0.5422831871,0.9,-3.2,5.59,5.1843
32311,1.7660888369,0.5056391522,6.85,-8.65,-23.89,5.5643
32362,1.7684136731,0.2250786224,55.56,-115.73,-190.55,3.4417
32385,1.7694141293,-0.5401617922,1.72,-2.49,3.8,5.5752
32402,1.7710525858,-0.9147220608,2.53,-3.65,8.55,5.9362
32411,1.7714656423,-0.2582403907,7.69,-10.99,-17.43,5.3291
32438,1.7725384048,1.0374532129,15.19,-19.63,-7.23,4.8902
32439,1.7725614413,1.388693527,55.95,-99.16,-603.76,5.5505
32463,1.7738667566,0.149874372,3.8,-6.17,-5.21,5.8572
32474,1.7743470291,-0.1764067413,6.04,-12.63,0.63,5.6531
32480,1.774733617,0.7605625628,59.82,-1.07,164.25,5.3677
32489,1.7751085264,0.9977919979,15.46,14.45,-39.18,5.5026
32492,1.7752248296,-0.2517811198,4.1,-1.39,9.99,5.2764
32494,1.7753411915,-0.8947508826,3.96,-22.28,-91,5.5317
32531,1.7772331369,-0.9693567249,5.42,-0.99,25.05,5.7139
32533,1.7773156344,0.1402770488,6.62,-23.8,-11.76,4.9161
32537,1.7774292624,-0.661997669,10.06,-10.04,-10.25,5.2453
32558,1.7785794939,-0.1570534656,2.31,-4.98,-1.09,5.1604
32562,1.7787509151,0.8515367332,9.05,-4.32,7.19,5.3919
32578,1.779629103,0.042100637,8.86,-12.41,-12.12,4.6471
32607,1.7810748356,-1.0810914905,33.78,-66.07,242.97,3.3114
32609,1.7811254019,0.9722260308,22.59,56.4,-105.83,5.6455
32617,1.7816239518,-0.0230180844,25.01,-37.93,-34.42,5.8221
32677,1.7844346832,-0.2643250712,6.17,-2.72,-4.66,5.3632
32698,1.7857928275,-0.0396543687,5.68,-7.85,-5.24,5.7301
32740,1.7876053794,0.5690973998,7.84,-35.83,-48.73,5.8757
32753,1.788224021,0.2827941803,3.8,-14.74,-10.4,5.8168
32759,1.7882691106,-0.5673801423,4.95,-8.84,3.73,3.4644
32761,1.7883309724,-0.9358890423,5.99,-1.99,17.58,4.5681
32765,1.7885710234,-0.8135934313,39.59,-0.99,373.96,5.2429
32768,1.7886815487,-0.8833879239,17.92,34.36,-69.11,3.1077
32809,1.7905458641,-0.2981817872,2.75,-6.87,-0.49,5.9175
32810,1.7906605277,-0.5533757364,5.02,-2.55,14.95,5.7596
32814,1.7908168768,0.2341044155,1.85,-2.09,-6.66,5.8628
32844,1.7923050224,0.7292258849,8.61,-25.45,-138.19,5.1485
32851,1.7925854172,-0.0094322351,33.69,22.09,-186.51,5.8655
32855,1.7927694398,-0.5998228974,4,4.26,1.26,5.1659
32864,1.793114052,1.1793525405,3.53,0.55,5.02,5.0838
32912,1.7952877755,-1.2385462622,5.79,3.64,26.08,5.3734
32921,1.7957292569,0.3798051409,6.64,-5.68,-34.98,5.2794
32968,1.7976899873,0.4119281156,7.05,-39.83,-8.32,5.8119
33018,1.8011317943,0.5927377222,17.25,-1.66,-47.31,3.6405
33024,1.8012879545,0.1462664243,16.05,-32.37,-31,5.8251
33048,1.8024205834,1.0375747617,6.7,-11.94,-46.32,5.4813
33077,1.8034227554,-0.3321846578,10.47,-48.6,6.66,5.7267
33092,1.8044457777,-0.352979989,2.68,-5.46,3.58,4.7485
33104,1.8051243139,1.2023275084,3.33,4.15,7.36,5.0746
33152,1.806994267,-0.4220943209,0.22,-3.83,4.98,4.0047
33160,1.8072506712,-0.2101130761,12.51,-137.26,-15.37,4.2092
33184,1.8082088924,-0.0196691702,5.91,8.66,-16.5,5.4954
33202,1.8092223928,0.2299997762,39.02,68.48,-72.98,4.7265
33248,1.810978231,-0.3561318331,6.47,0.17,-10.75,5.8223
33277,1.8121383289,0.4428884042,58,-35.91,25.65,5.8774
33302,1.8134988302,-0.3514498565,33.8,51.5,39.58,4.749
33316,1.8141919374,-0.4004038298,0.57,-2.66,3.32,5.2543
33345,1.8156257947,-0.2451043797,2.62,-1.59,6.33,5.118
33347,1.8157406554,-0.2976527589,1.3,-3.56,2.42,4.369
33357,1.8163051823,-0.8503447349,3.79,1.01,7.57,5.0215
33372,1.81702176,0.1737754471,7.18,-16.43,-10.46,5.8785
33377,1.8174739191,0.8076334209,2.59,-2.93,4.07,5.8284
33384,1.8176499031,-1.3861437964,9.26,-2.34,-1.45,5.4744
33449,1.8207128213,1.0196747522,18.29,6.08,-122.83,4.5021
33478,1.821976038,-0.429893028,26.36,-90.29,92.2,5.5373
33485,1.822205542,0.7870405556,13.54,-21.52,-3.12,4.9171
33558,1.82569481,-0.5953619281,5.53,-14.92,8.05,5.018
33575,1.8264800367,-0.4435609361,3.78,-6.47,5.08,5.5362
33682,1.8319105063,-1.185375477,11.16,-27.12,234.21,5.3277
33694,1.8328755476,1.3435098023,17.75,72.48,-14.54,4.695
33715,1.8337464985,0.2806315839,0.75,-0.29,-2.67,5.8435
33729,1.834323631,-0.1467267687,3.03,-6.57,2.59,5.9326
33779,1.8363412778,-0.8971452027,5.05,-21.56,20.75,5.2276
33804,1.8373916782,-0.4400960399,3.2,-4.79,4.54,5.5815
33827,1.8385149743,1.2358385677,6.41,12.74,-15.46,5.846
33856,1.8400971203,-0.4875549628,2.91,-5.98,4.59,3.5847
33878,1.8410600603,-0.0998691616,5.71,-16.41,6.75,5.3014
33914,1.8425942969,0.2676648989,5.46,5.96,-24.22,5.9525
33927,1.8431247506,0.4226392708,2.19,-6.74,-0.25,5.3494
33929,1.8431783502,0.3098911543,4.05,19.25,27.33,5.9755
33937,1.8437435967,0.2910243144,1.3,-12.14,-7.84,5.9432
33971,1.8453060477,-0.0739886632,2.68,-5.05,2.24,4.916
33977,1.8457928417,-0.4159695755,1.18,-2.21,3.61,3.005
34000,1.8467844714,-1.0328533112,6.61,-8.9,11.71,5.4586
34033,1.848454442,0.1911457647,5.49,-1.85,-11.66,5.2856
34045,1.848994038,-0.2728518335,7.38,-0.14,-11.36,4.0738
34059,1.8495876549,-0.8654085566,16.51,-52.78,140.27,4.9752
34065,1.8498599592,-0.7611203546,60.55,-104.1,389.07,5.7033
34081,1.8502531993,-0.7389279635,9.36,-17.46,71.63,5.2644
34086,1.8504308116,-0.0929208248,2.63,-5.04,-2.9,5.7942
34088,1.8505242699,0.3590194508,2.37,-7.29,-0.41,4.1689
34105,1.8513812122,-0.9904696639,10.84,11.13,2.39,5.1422
34215,1.8572485617,0.1603230966,3.29,42.41,-14.59,5.8898
34267,1.8596214434,0.6016863198,10.79,-54.1,-48.68,5.7102
34301,1.8617404286,-0.1971178187,1.07,-3.14,3.32,5.4112
34339,1.8636542772,-0.7137226522,4.2,-10.13,10.13,5.745
34360,1.8647817058,-0.416099314,0.47,-3.36,6.09,5.7159
34387,1.8667376146,0.1303986977,5.48,7.7,-33.84,5.9066
34440,1.8691052694,0.2780471131,10.11,-5.51,-103.51,5.6405
34473,1.8705813569,-1.2304107997,20.14,23.92,107.19,5.7817
34481,1.8707620463,-1.230443056,23.33,24.29,107.03,3.9295
34495,1.8712166776,-0.6921220736,4.48,-10.69,7.71,4.768
34579,1.8749946618,-0.4403647874,1.77,-5.07,3.23,5.6324
34622,1.8772239235,-0.0739606929,16.08,-0.47,217.36,5.0791
34624,1.8776344212,-0.4798176173,4.62,-9.7,1.8,5.6244
34670,1.8796831518,-0.8540345804,10.32,-17.22,197.13,5.275
34693,1.8812025158,0.5278797345,10.16,-31.21,-48.92,4.5603
34722,1.8822707019,0.4687373011,8.39,-18.32,-33.24,5.7979
34724,1.8823108063,-0.0052692486,11.47,-26.24,-10.45,5.5135
34752,1.8834496923,0.6862729516,6.72,47.57,3.38,5.037
34758,1.8836182981,-0.3644791272,6.98,-9.44,21.22,5.8325
34769,1.8843636578,-0.008600645,8.49,0.79,4.52,4.1544
34798,1.8858441286,-0.4527839525,3.89,-5.55,7.86,5.8611
34802,1.8861061335,-0.70683703,7.93,-18.51,-12.37,5.3261
34817,1.8868340082,-0.6378200886,3.59,-9.8,6.12,5.8963
34819,1.8868745757,0.4211253137,9.11,-18.96,-45.36,5.9435
34834,1.8874093014,-0.8161083574,46.67,-136.17,107.12,4.5642
34888,1.8898421812,-0.1963732857,4.94,-2.62,7.94,5.9022
34899,1.8902912949,-0.7885838223,17.69,-25.36,-87.51,4.8819
34909,1.8909382215,0.2820289358,6.03,14.87,-42.32,5.0026
34912,1.8910201307,0.8976003648,4.51,7.59,13.62,5.5176
34922,1.891662816,-0.7791242216,15.61,106.31,324.99,4.1465
34981,1.8947888074,-0.4599381769,1.88,-6.91,3.17,4.3786
34987,1.8951414517,0.0543045442,4.4,-4.53,-2.72,5.5307
34999,1.895737019,-0.1800525037,1.15,-2.78,1.44,5.9606
35005,1.8960566394,0.2114617494,11.08,-49.78,-16.07,5.8701
35020,1.8964561829,-0.8425040863,8.66,-4.4,0.01,4.7296
35025,1.8967325301,0.4343287097,10.86,53.75,-88.67,5.9465
35029,1.8970293269,-0.8176810358,7.02,-9.84,-0.05,5.6878
35037,1.8972210119,-0.4672715214,3.58,-11.88,6.87,3.9854
35044,1.897404749,-0.4719007926,12,-41.65,-30.7,5.7432
35054,1.8978383304,-0.7230273814,5.96,3.33,9.81,5.8946
35083,1.8995785608,-0.535580017,5.19,-13.09,11.98,5.3003
35120,1.9009119847,0.1392377791,6.01,24.36,3.09,5.8047
35136,1.9016899004,0.8245008035,59.2,29.06,-186.43,5.6685
35146,1.9020467193,1.0408811287,16.39,-100.74,-258.9,5.3698
35152,1.9022034678,0.4869019436,4.24,-12.8,-2.69,5.8356
35180,1.9034691941,-0.2720209923,12.12,-44.37,-15.17,5.4899
35181,1.9035340421,-0.8163709692,4.34,1.55,32.19,5.7866
35202,1.9047255857,-0.6687916727,5.34,-7.78,4.89,5.7621
35205,1.9049542626,-0.4866200201,8.05,-12.3,39.03,4.7283
35210,1.9050877433,-0.4069340091,2.3,-4.28,2.83,4.9479
35226,1.9060024983,-0.6386621921,4.33,-10.42,5.64,4.9692
35228,1.9060326796,-1.1860764138,4.42,-4.43,8.38,4.1197
35264,1.907395009,-0.6474732902,4.04,-10.05,6.47,2.8296
35341,1.9112973364,0.7135492901,11.73,-12.46,13.37,5.9277
35347,1.9114451116,-0.7677140074,5.51,-9.6,-5.46,5.8208
35350,1.9115432695,0.2886857528,32.33,-44.43,-36.61,3.6148
35363,1.9124736756,-0.6411286843,4.06,-10.25,5.82,4.6661
35384,1.9134611102,0.8633226882,9.35,-1.82,2.81,5.0523
35393,1.9135731653,-0.6843489617,7.05,-9.59,8.52,5.2607
35406,1.913912986,-0.6412819534,4.31,-10.12,5.33,5.0554
35412,1.9140721067,-0.4286303119,1.71,-2.21,3.16,4.8557
35415,1.9142253386,-0.4355361773,1.09,-2.31,5.02,4.3329
35427,1.9148646515,-0.4640109788,2.6,-8.65,5.62,5.456
35487,1.9175409961,-0.2861452071,23.38,165.37,-136.18,5.7864
35550,1.9203995423,0.3836642074,53.94,-15.13,-9.79,3.6031
35564,1.9214226399,-0.913014598,31.53,-35.81,148.21,5.6053
35589,1.922684868,-0.9090708913,6.79,-9.19,1.04,5.3577
35611,1.9238560041,-0.4706079827,1.31,-5.05,5.7,5.9357
35615,1.9241012839,-0.2506378088,5.41,-10.84,-0.56,5.7517
35626,1.9245411476,-0.4518949948,5.1,-12.57,12.03,5.9069
35643,1.9255009951,0.7893804844,28.18,-47.65,12.67,5.8251
35699,1.9283633404,0.3568101629,7.36,-61.46,-23.61,5.2102
35710,1.9287843327,0.6415941668,13.82,-95.82,-21.89,5.285
35712,1.9288417128,0.0030914211,2,2.11,-1.39,5.9709
35727,1.9295727567,-0.3319020117,6.78,-1.69,-6.91,4.9465
35749,1.9304357402,-0.1044196972,4.36,-12.69,-8.34,5.9136
35785,1.9323748686,0.9648436771,-5.91,0.53,-29.59,5.7836
35795,1.933003268,-0.5571752488,2.46,-7.53,4.09,5.3603
35846,1.935028662,0.4372154576,20.52,-67.66,-28.82,5.1874
35848,1.935059265,-0.4857998889,5.29,26.76,-3.86,5.496
35855,1.9352720359,-0.5620322979,2.94,-7.13,4.35,5.3442
35904,1.9377303527,-0.5114359187,1.64,-4.14,5.81,2.4215
35907,1.9379314722,0.7098680026,2.7,-4.66,-21.65,5.3785
35941,1.9397475949,0.4823709383,17.42,12.22,14.96,5.8579
35951,1.9402381993,-0.2827681834,3.48,-4.95,-20.21,5.173
35957,1.9405056537,-0.5551704961,4.94,-20.46,8.26,5.5006
35984,1.9414663645,0.9056049917,3.15,8.16,-35.76,5.9137
35987,1.9415471056,0.2036722443,10.31,-15.57,-14.83,5.4091
35998,1.9422923735,-0.2400172562,28.06,-202.62,-0.48,5.884
36024,1.9435167277,-0.4401330266,2.31,-9.11,-1.84,5.7594
36039,1.9444559376,-1.3804542595,6.99,-29.86,5.19,5.688
36041,1.9445075841,0.161898806,3.13,-4.3,-8.2,5.1588
36046,1.9448550159,0.4851716099,27.1,-122.66,-84.03,3.9507
36114,1.9476315046,-0.8904407367,5.39,-6.04,6.79,5.2581
36143,1.9491307307,-0.5958677629,3.16,-8.34,5.96,5.8476
36145,1.9491590555,0.8589052354,11.92,-10.22,-49.29,4.6188
36168,1.9503681433,-0.4029272922,2.61,-7.76,4.82,5.5706
36186,1.9509866036,-0.3118007139,10.83,-2.52,1.45,5.6871
36188,1.9510651917,0.1446774771,20.17,-51.76,-38.29,2.8546
36236,1.9535280177,-0.3989682551,3.38,-2,-1.19,5.9518
36238,1.9536338914,0.3742954351,31.23,-55.63,-120.43,5.3365
36251,1.9541624547,-0.2017053005,2.06,-3.28,-0.32,5.9204
36258,1.9547082106,-0.5088664845,3.54,-10.65,0.35,5.5418
36265,1.9549197819,0.1211620966,10.25,-2.39,-44.19,5.2924
36284,1.9554835764,0.1557794265,10.25,-61.09,10.7,4.4592
36345,1.9584892072,-0.5558596548,4.38,-9.57,3.59,5.8909
36348,1.9585128641,0.8409701073,6.53,-4.86,-44.87,5.678
36362,1.9594899686,-0.5490147761,3.05,-9.3,5.17,5.7175
36363,1.9595474001,-0.6773990202,6.06,-22,16.16,5.3536
36366,1.9596127559,0.5547368361,55.41,159.09,193.29,4.2473
36377,1.9601413383,-0.7557605692,16.84,-59.55,188.31,3.3757
36388,1.9604901912,-0.0332538817,1.46,-11.15,-9.11,5.728
36393,1.9606202227,0.4907587272,18.51,-32.68,-52.49,5.1152
36396,1.9607400146,-0.1802341621,2.52,-5.29,-4.25,5.8586
36399,1.9609944927,-0.131798082,36.71,51.56,125.15,5.9698
36425,1.9626068952,0.2095548943,5.7,-0.57,-18.85,4.7088
36429,1.9626795765,0.487229605,6.74,-30.46,-26.84,5.182
36431,1.9628710281,-0.4018498295,1.05,-3.42,5.2,4.921
36439,1.9631940982,0.866951501,49.41,111.48,-83.14,5.458
36514,1.9665940991,-0.5403937839,2.17,-11.38,0.62,4.805
36528,1.9673278096,1.1949523558,7.27,-1.27,-43.39,5.8012
36547,1.9681845373,1.4383532148,6.53,-3.94,-42.11,4.9069
36616,1.9713763568,0.2982109541,10.32,41.29,-74.8,5.6186
36641,1.9726547566,0.033414018,4.29,-1.64,-1.1,5.3051
36721,1.97729643,-0.4312844708,11.83,-3.33,19.42,5.896
36723,1.9774344224,0.0574261284,23.95,-16.16,41.81,5.6676
36732,1.9780070788,-0.3388094968,11.96,24.37,-70.27,5.8068
36760,1.979239656,0.2762278863,7.7,-28.64,-12.86,5.294
36773,1.9800737117,-0.2534898982,2.12,-6.98,4.82,4.9406
36778,1.9802978016,-0.6342247542,2.75,-7.94,4,5.376
36795,1.9811818463,-0.3891417599,39.53,-39.87,46.84,4.5496
36812,1.9821045491,0.0588479014,5.67,-2.87,-6.33,5.8305
36817,1.9823066799,-0.409692728,31.56,-89.46,-0.33,5.1662
36848,1.9834812844,-0.4714561703,10.08,-46.73,71.3,5.941
36896,1.985953208,0.5403698277,8.76,-24.31,5.62,5.5097
36917,1.9869800769,-0.4951373077,14.72,-65.93,-19.73,4.6109
36942,1.9881991073,-0.9168879207,8.31,23.07,-10.88,5.0749
36962,1.9893387913,0.4694238089,12.04,-34.12,-106.96,4.1682
36981,1.9899587892,-0.2529466139,2.57,-6.7,0.38,5.6288
37023,1.9919776079,0.8059994648,5.93,-29.33,-32.24,5.7498
37036,1.9926597696,-0.3438709357,1.93,-7.86,5.81,5.652
37043,1.9928697268,-0.8522472378,7.04,-6.98,1.07,5.6864
37088,1.9952553572,-0.0717508763,14.81,-69.75,16.38,5.237
37096,1.9956472747,-0.6103166895,9.05,-14.21,16.32,4.5064
37140,1.9979568399,0.8512653457,12.84,-33.4,-28.27,5.9843
37173,1.999714435,-0.4426990644,5.27,-3.03,-7.42,4.6539
37174,1.999726394,-0.8482552944,1.04,-3.56,5.07,5.7909
37204,2.0007899031,0.6117114433,8.77,39.69,28.17,5.7406
37223,2.0015948031,-0.6369900538,3.27,-7.23,4.63,5.7336
37229,2.0020294906,-0.4678161407,9.41,-16.64,21.28,3.7439
37265,2.0034893762,0.6036157139,19.61,-33.42,-118.17,4.9874
37297,2.0047545579,-0.6686017814,5.87,-21.11,15.81,4.7771
37300,2.0048445175,0.3084784895,6.21,3.16,1.4,5.1487
37322,2.0059526866,-0.665656852,5.7,-22.11,16.49,5.6938
37329,2.0062474349,-0.6677747648,2.84,-10.41,9.46,5.7412
37369,2.008199289,0.6692389463,2.78,-39.74,-10.93,5.8603
37379,2.0088166763,-0.2664044748,4.69,-1.4,-26.98,5.1066
37391,2.0093896571,1.5187882427,7.16,-53.74,-27.63,5.1339
37441,2.0123970221,0.840059286,10.38,-53.61,-131.26,5.748
37447,2.0125738273,-0.1666978497,22.07,-74.61,-19.59,4.0986
37450,2.012643019,-0.6725377029,5.5,-20.93,16.27,5.3684
37478,2.0140486321,0.0632651728,7.17,-3.23,-19.81,5.9508
37504,2.0150695931,-1.2672161175,23.13,33.34,14.89,4.1071
37508,2.0152639342,0.2352793561,4.19,-36.97,-25.08,5.8627
37521,2.0160893863,0.2479856294,2.52,-1.53,-11.21,5.5874
37590,2.0193571714,-0.4599161438,10.33,-2.85,-29.4,5.7978
37606,2.0200121532,-0.7883961705,40.53,-77.77,-553.5,5.1867
37609,2.0202518886,1.0246913004,12.22,-37.5,-52.29,4.9827
37623,2.02109114,-0.6291933639,5.21,-20.8,13.81,5.5594
37629,2.0215774378,0.5041221495,26.08,62.66,-230.32,4.3955
37648,2.0225744898,-0.4958647459,4.22,-13.73,30.01,4.731
37664,2.0232604101,-0.7144213754,15.03,131.44,-170.12,5.2921
37677,2.0237436009,-0.5053572058,0.59,-5.09,3.9,4.0152
37701,2.0248864707,0.8802369277,4.41,-9.38,-26.98,5.3145
37704,2.0250854295,0.4500193684,5.14,-13.81,-20.39,5.4224
37710,2.0252904893,-0.6294130871,23.28,-78.93,85.52,5.8737
37740,2.0265358685,0.4258276839,23.07,-23.39,-54.57,3.7285
37751,2.0270670386,-0.4306441421,1.26,-4.52,5.94,5.5503
37752,2.0270689764,-0.6622295042,4.85,-21.6,15.58,5.854
37819,2.03005819,-0.6626770595,2.88,-10.18,6.34,3.72
37853,2.0315034632,-0.5964933381,65.75,-221.54,1722.11,5.4757
37891,2.0330814529,-0.2541866143,13.87,-10.56,6.39,5.1162
37901,2.0334657622,-0.1181986631,12.18,48.98,-93.69,5.6414
37908,2.0338535401,0.3230633901,9.61,-75.86,-51.78,4.9991
37915,2.0340764329,-0.662067967,5.52,-19.62,12.93,5.8384
37921,2.0344880609,0.1879424871,10.82,-30.22,-24.5,5.2598
37946,2.0361635912,0.6548015133,7.53,27.79,13.06,5.2301
37995,2.0385851778,-0.393040037,1.99,-7.8,9.92,5.8304
38010,2.0394899417,-0.6721464731,3.09,-9.79,5.09,5.0403
38016,2.0398780482,0.5832151505,4.93,-19.59,-29.33,5.2343
38020,2.0399633615,-0.8134719504,2.08,-3.6,8.55,5.1672
38048,2.0418012135,-0.2128061279,34.97,-106.86,77.1,5.5798
38070,2.042411557,-0.4526891972,2.3,-10.09,4.26,4.4428
38089,2.0435076768,-0.8216579378,14.04,-101.85,-78.08,4.8605
38146,2.0465219238,-0.4348006743,11.59,-34.47,16.68,5.4547
38152,2.0468874105,-0.9845469539,2.99,-7.79,11.95,5.7366
38159,2.0473342203,-0.8178218581,1.69,-4.1,9.95,5.7746
38160,2.0473400159,-1.0521547901,28.91,-37.87,140.32,5.8749
38164,2.0474384044,-0.8093654997,1.98,-4.37,8.66,4.031
38167,2.0474641694,-0.6151117677,6.32,-5.94,8.63,5.9286
38170,2.0476827291,-0.4338850835,2.72,-4.81,-0.89,3.5109
38200,2.0489749822,-0.5810018538,4.3,-37.94,1.46,5.7047
38210,2.049379867,-1.1553376826,6.63,-2.06,0.15,5.7683
38211,2.0493923798,-0.3006874736,12.81,54.75,-117.26,5.3308
38253,2.0515310215,-0.1602812935,2.72,-0.37,0.55,5.7758
38370,2.0580604667,-0.7485406881,1.56,-6.78,7.7,5.981
38373,2.0581792855,0.0308378372,5.23,-14.43,-2.4,5.0892
38375,2.0582561621,-0.3695515164,10.67,-45.59,32.86,5.78
38382,2.0584954008,-0.2425517202,60.59,-67.75,-346.66,5.277
38414,2.0604372166,-0.7081812855,9.25,-18,5.01,3.8645
38423,2.0606377505,-0.6057343422,55.73,-198.85,238.86,5.1107
38427,2.0608617584,-0.259114702,2.99,-6.93,0.8,5.785
38438,2.0616517524,-0.948886373,2.44,-4.17,8.03,5.6423
38455,2.0622994652,-0.6782842029,5.03,-8.92,3.34,4.4288
38474,2.0629698009,-0.09473974,25.18,-20.3,-28.96,5.8573
38497,2.0641074074,-0.6346675827,4.39,-10.67,2.58,5.609
38500,2.0641167213,-0.8659115865,4.3,-7.77,15.16,4.5444
38518,2.0651726774,-0.8395548287,1.97,-5.6,5.76,4.1865
38538,2.0660216168,0.4671523484,14.66,-34.69,-30.1,5.0049
38593,2.0690159299,-0.6261769349,4.81,-2.77,3.66,5.4164
38639,2.0713232097,0.8301587366,3.88,-47.19,0.63,5.6016
38656,2.072097986,-1.0001239876,9.67,-69.89,31.97,5.779
38712,2.074864701,0.1546895297,25.63,-7.35,-89.88,5.9457
38722,2.075480401,0.3470424334,8.71,-14.72,-39.65,5.374
38732,2.0759670135,-0.7652406231,1.61,-12.23,2.51,5.9948
38783,2.0782983826,-1.0563860413,2.49,-4.74,12.14,5.887
38827,2.0803409671,-0.9247173375,7.17,-28.68,19.71,3.3939
38835,2.0806912321,-0.3993339243,6.25,-30.42,11.49,4.3403
38846,2.0811458208,-0.7592256255,2.08,-10.46,5.57,5.3028
38848,2.0812665158,0.2755941663,7,-27.09,-41.9,5.9651
38872,2.0826454429,-0.7698625609,2.98,-11.05,6.72,5.0214
38901,2.0842221407,-0.5294384193,2.69,-7.85,6.94,4.8279
38908,2.0846724961,-1.0524921938,61.71,517.51,120.02,5.7112
38917,2.0850673075,-0.7954817131,11.21,-17.8,30.67,5.3055
38957,2.0867188513,-0.8594861421,3.4,-5.34,7.12,4.377
38962,2.0871772674,0.0388252935,13.5,-161.85,98.94,5.4568
38994,2.0893450601,-1.0615875881,3.1,-4.36,11.75,5.762
39014,2.0901635178,-0.7891656836,3.32,-11.4,7.59,5.9337
39023,2.0904479299,-0.4068432763,3.79,-11.46,3.2,5.2613
39061,2.0920989049,-0.6858592311,18,-78.7,-44.15,5.3147
39070,2.0927622222,-1.057444181,3.32,-3.56,11.9,5.2633
39079,2.0932449787,-0.0642207572,11.87,-54.04,-2.8,5.0967
39095,2.0938173326,-0.3211256197,13.52,-6.38,-36.05,4.6427
39117,2.0952500396,1.2901126552,3.71,-8.74,-37.54,5.5071
39138,2.0958473078,-1.1094622214,6.53,-1.89,19.21,4.7573
39177,2.0978358516,0.3020939748,4.11,-11.48,-2.6,5.7693
39184,2.0980285748,-0.9451184088,4.25,-25.42,8.74,5.8164
39211,2.0997253594,-0.0243023825,7.25,67.6,-76.26,4.814
39213,2.0997699465,0.085168202,10.59,-30.81,18.33,5.6608
39221,2.1002672152,1.0305701277,21.68,24.74,31.86,5.8737
39236,2.1009608726,0.287199574,6.04,4.12,-5.43,5.9951
39251,2.1014875274,-0.6507238819,5.69,-1.46,4.67,5.9568
39311,2.1042819057,0.0407414684,12.84,-28.63,105.27,4.5441
39360,2.1063788881,-0.7209931655,6.8,-5.93,15.32,5.4622
39380,2.1077883125,-0.5665962022,6.91,-12.44,8.53,5.9819
39424,2.1097466607,0.4851041005,12.73,-25.52,-31.89,5.1084
39429,2.110035446,-0.6981873479,3.01,-29.71,16.68,2.1364
39487,2.1130260147,-0.5702836595,1.56,-4.8,6.6,5.2527
39538,2.1152798683,1.3871831973,10.1,-36.85,-53.27,5.3833
39566,2.116481273,-0.9269079507,8.5,2.61,-3.22,5.6742
39567,2.1165396779,0.2289587587,15.2,-35.78,-63.81,5.159
39690,2.1235089283,-0.7900414765,2.34,-4.22,11.01,5.1932
39734,2.126250722,-0.3587410095,2.11,-10.75,1.34,5.3772
39757,2.1273165334,-0.4241924449,51.33,-83.35,46.23,2.9157
39780,2.1282720385,0.3766765969,42.94,23,-66.42,5.4237
39794,2.1289992235,-1.1975949534,5.8,-29.14,29.26,4.3109
39847,2.1313017943,0.8989610785,13.04,-60.95,-3.11,4.8196
39863,2.1318947824,-0.0520767303,3.08,-18.81,-4.5,4.522
39903,2.1337274152,-1.0699166065,50.05,-150.05,-296.87,4.8438
39906,2.1337845298,-0.3358886315,7.01,-9.87,-5.55,4.3527
39919,2.134356926,-0.8497032426,3.56,-9.12,-1.47,5.6352
39943,2.1357404898,-0.2835969173,1.93,-7.67,-4.92,5.6069
39957,2.1361107783,-0.9788761985,8.28,1.34,37.87,5.7211
39961,2.1362774072,-0.7700877703,2.61,-11.93,3.07,5.1346
39970,2.1368036657,-0.8366622626,2.95,-5.91,9.66,5.159
40023,2.1400084077,0.4452017254,24.18,-73.35,-347.6,5.8748
40035,2.1409355083,-0.2408440483,44.68,-249.81,57.76,5.6364
40077,2.1431773903,-0.8458215264,3.87,-16.64,4.48,5.7728
40084,2.1435785742,-0.2256190322,18.46,-25.79,8.09,4.8789
40091,2.1439552034,-0.6914741991,1.92,-8.87,3.52,4.5587
40096,2.1442749268,-0.7502697246,0.78,-6.37,4.64,4.8043
40107,2.1447936484,-0.1356553016,11.22,-43.78,-25.83,5.5155
40155,2.146752894,-0.814097832,1.33,-4.08,7.42,5.9042
40167,2.1476792386,0.308018078,39.87,27.61,-151.73,4.7809
40183,2.1489945743,-0.8074645023,3.12,-3.92,9.06,5.9726
40215,2.1503029841,1.1950976977,4.34,-0.85,7.44,5.5047
40240,2.1517636761,0.5176050709,4.77,-11.12,-20.49,5.5974
40259,2.1525709312,-0.2755563286,3.75,-12.41,-3.35,5.1622
40274,2.1532652365,-0.6265652095,3.51,-7.3,9.75,4.7332
40282,2.1536073368,-0.8760866396,4.52,21.32,-2.06,5.6111
40285,2.1537481743,-0.8201590709,2.4,-10.11,9.88,5.0877
40321,2.1553593146,-0.6339437232,3.21,-7.77,7.82,5.0194
40326,2.1556916011,-0.7042007395,10.93,45.51,-65.6,4.5868
40344,2.1564480519,-0.6194186106,14.52,-46.03,21.48,5.9396
